description,price,rank,link,other_name,g3d_mark,name
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 680 MHz, Memory Clock(s): 800,(3200) MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 75 W",,1967,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K3100M&id=2684,NVIDIA Quadro K3100M,0.98,Quadro K3100M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 1000 MHz, Memory Clock(s): 1250,(5000) MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 68 W",,3551,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2200&id=2947,NVIDIA Quadro K2200,9.68,Quadro K2200
,,2614,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2200M&id=3175,NVIDIA Quadro K2200M,NA,Quadro K2200M
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 745 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 55 W",,1082,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2000M&id=1617,NVIDIA Quadro K2000M,7.22,Quadro K2000M
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 654 MHz, Memory Clock(s): 1500,(3000) MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 55 W",,1307,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2100M&id=2665,NVIDIA Quadro K2100M,13.03,Quadro K2100M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 954 MHz, Memory Clock(s): 1000,(4000) MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 51 W",,1710,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2000&id=2446,NVIDIA Quadro K2000,9.00,Quadro K2000
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 954 MHz, Memory Clock(s): 1000,(4000) MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 51 W",,1664,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2000D&id=2497,NVIDIA Quadro K2000D,1.91,Quadro K2000D
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 4096 MB, Memory Clock(s): 1250 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 45 W",,3023,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K1200&id=3193,NVIDIA Quadro K1200,10.08,Quadro K1200
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 716 MHz, Memory Clock(s): 1400,(2800) MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 45 W",,1002,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K1100M&id=2623,NVIDIA Quadro K1100M,12.69,Quadro K1100M
,,10632,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+GP100&id=3721,NVIDIA Quadro GP100,NA,Quadro GP100
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 850 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 45 W",,790,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K1000M&id=1616,NVIDIA Quadro K1000M,5.27,Quadro K1000M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 35 W",,357,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+880M&id=1612,NVIDIA Quadro FX 880M,NA,Quadro FX 880M
,,102,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+Go1400&id=1614,NVIDIA Quadro FX Go1400,NA,Quadro FX Go1400
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 648 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 189 W",,1091,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+5800&id=1609,NVIDIA Quadro FX 5800,2.18,Quadro FX 5800
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 512 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 35 W",,301,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+770M&id=1611,"(PE64) NVIDIA Quadro FX 770M, NVIDIA Quadro FX 770M, NVIDIA Quadro FX 770M (Prerelease - WDDM 1.1)",0.57,Quadro FX 770M
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 512 MB, Core Clock(s): 475 MHz, Memory Clock(s): 1400 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 45 W",,188,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+570M&id=1607,"NVIDIA Quadro FX 570M, NVIDIA Quadro FX 570M (Prerelease - WDDM 1.1), NVIDIA Quadro FX 570M [Custom Forceware 180.70]",NA,Quadro FX 570M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 450 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 40 W",,274,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+580&id=1608,NVIDIA Quadro FX 580,4.61,Quadro FX 580
,,683,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+5600&id=1605,NVIDIA Quadro FX 5600,2.29,Quadro FX 5600
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 460 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 38 W",,117,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+570&id=1606,NVIDIA Quadro FX 570,0.76,Quadro FX 570
"Bus Interface: PCIe x16, Max Memory Size: 1024 MB, Core Clock(s): 700 MHz, Memory Clock(s): 1050 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 96 W",,243,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+5500&id=1603,NVIDIA Quadro FX 5500,0.13,Quadro FX 5500
"Bus Interface: PCIe x16, Max Memory Size: 128 MB, Core Clock(s): 350 MHz, Memory Clock(s): 1200 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 30 W",,117,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+560&id=1604,NVIDIA Quadro FX 560,0.78,Quadro FX 560
"Bus Interface: PCIe x16, Max Memory Size: 128 MB, Core Clock(s): 300 MHz, Memory Clock(s): 550 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 35 W",,84,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+540&id=1601,NVIDIA Quadro FX 540,1.39,Quadro FX 540
"Bus Interface: PCIe x16, Max Memory Size: 128 MB, Core Clock(s): 360 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 25 W",,64,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+550&id=1602,NVIDIA Quadro FX 550,NA,Quadro FX 550
,,14,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+500%2F600+PCI&id=1599,NVIDIA Quadro FX 500/600 PCI,NA,Quadro FX 500/600 PCI
,,8,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+500%2FFX+600&id=1600,NVIDIA Quadro FX 500/FX 600,NA,Quadro FX 500/FX 600
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1536 MB, Core Clock(s): 602 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 150 W",,996,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+4800&id=32,NVIDIA Quadro FX 4800,23.16,Quadro FX 4800
,,665,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+4700+X2&id=2857,NVIDIA Quadro FX 4700 X2,NA,Quadro FX 4700 X2
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 768 MB, Core Clock(s): 500 MHz, Memory Clock(s): 700 MHz, Graphics API Support: DirectX 10.0 OpenGL 3.3 Max TDP: 134 W",,605,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+4600&id=1596,NVIDIA Quadro FX 4600,4.45,Quadro FX 4600
"Bus Interface: PCIe x16, Max Memory Size: 512 MB, Core Clock(s): 470 MHz, Memory Clock(s): 1050 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 109 W",,207,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+4500&id=1594,NVIDIA Quadro FX 4500,0.83,Quadro FX 4500
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 675 MHz, Memory Clock(s): 2000 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 100 W",,804,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+3800M&id=1591,NVIDIA Quadro FX 3800M,NA,Quadro FX 3800M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 625 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 25 W",,209,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+380M&id=1592,NVIDIA Quadro FX 380M,NA,Quadro FX 380M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 602 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 108 W",,842,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+3800&id=1590,NVIDIA Quadro FX 3800,7.23,Quadro FX 3800
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 589 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 28 W",,195,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+380+LP&id=1589,NVIDIA Quadro FX 380 LP,NA,Quadro FX 380 LP
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 1400 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 34 W",,151,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+380&id=1588,NVIDIA Quadro FX 380,2.16,Quadro FX 380
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 256 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1200 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 20 W",,93,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+370M&id=1587,NVIDIA Quadro FX 370M,NA,Quadro FX 370M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 78 W",,631,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+3700&id=1585,"NVIDIA Quadro FX 3700, NVIDIA Quadro FX 3700 (Prerelease - WDDM 1.1)",5.26,Quadro FX 3700
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 540 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 25 W",,108,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+370+LP&id=1584,NVIDIA Quadro FX 370 LP,NA,Quadro FX 370 LP
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 360 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 35 W",,85,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+370&id=1582,NVIDIA Quadro FX 370,0.92,Quadro FX 370
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 75 W",,643,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+3700M&id=1586,"NVIDIA Quadro FX 3700M, NVIDIA Quadro FX 3700M (Prerelease - WDDM 1.1)",0.70,Quadro FX 3700M
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 256 MB, Core Clock(s): 400 MHz, Memory Clock(s): 1200 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 17 W",,89,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+360M&id=1581,"NVIDIA Quadro FX 360M, NVIDIA Quadro FX 360M (Prerelease - WDDM 1.1)",NA,Quadro FX 360M
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 512 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 70 W",,468,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+3600M&id=1580,NVIDIA Quadro FX 3600M,NA,Quadro FX 3600M
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 900 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 15 W",,64,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+350M&id=1579,NVIDIA Quadro FX 350M,NA,Quadro FX 350M
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 470 MHz, Memory Clock(s): 1320 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 80 W",,209,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+3500&id=1577,"NVIDIA Quadro FX 3500, NVIDIA Quadro FX 3500 (Prerelease - WDDM 1.0)",1.61,Quadro FX 3500
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 512 MB, Core Clock(s): 575 MHz, Memory Clock(s): 1200 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 45 W",,306,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+3500M&id=1578,NVIDIA Quadro FX 3500M,3.06,Quadro FX 3500M
"Bus Interface: PCIe x16, Max Memory Size: 128 MB, Core Clock(s): 550 MHz, Memory Clock(s): 810 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 21 W",,86,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+350&id=1576,NVIDIA Quadro FX 350,NA,Quadro FX 350
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 425 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 83 W",,149,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+3450&id=1574,NVIDIA Quadro FX 3450,1.07,Quadro FX 3450
"Bus Interface: AGP 8x, Max Memory Size: 256 MB, Core Clock(s): 375 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,135,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+3450%2F4000+SDI&id=1575,NVIDIA Quadro FX 3450/4000 SDI,NA,Quadro FX 3450/4000 SDI
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 350 MHz, Memory Clock(s): 900 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 101 W",,103,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+3400%2F4400&id=4,NVIDIA Quadro FX 3400/4400,NA,Quadro FX 3400/4400
"Bus Interface: AGP 8x, Max Memory Size: 256 MB, Core Clock(s): 400 MHz, Memory Clock(s): 850 MHz, Graphics API Support: DirectX 9 OpenGL 2",,69,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+3000&id=1572,NVIDIA Quadro FX 3000,0.53,Quadro FX 3000
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 500 MHz, Memory Clock(s): 2000 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 75 W",,666,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+2800M&id=1571,NVIDIA Quadro FX 2800M,NA,Quadro FX 2800M
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 512 MB, Core Clock(s): 530 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 65 W",,532,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+2700M&id=1570,NVIDIA Quadro FX 2700M,5.32,Quadro FX 2700M
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 512 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1200 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 45 W",,215,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+2500M&id=1569,"NVIDIA Quadro FX 2500M, NVIDIA Quadro FX 2500M [Dox Optimised 182.05]",2.15,Quadro FX 2500M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 450 MHz, Memory Clock(s): 1600,2200 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 45 W",,482,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+1800M&id=1567,NVIDIA Quadro FX 1800M,NA,Quadro FX 1800M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 768 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 59 W",,583,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+1800&id=1566,NVIDIA Quadro FX 1800,4.67,Quadro FX 1800
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 512 MB, Core Clock(s): 625 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 50 W",,303,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+1700M&id=1565,NVIDIA Quadro FX 1700M,NA,Quadro FX 1700M
"Bus Interface: PCIe x16, Max Memory Size: 512 MB, Core Clock(s): 460 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 42 W",,195,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+1700&id=1564,"NVIDIA Quadro FX 1700, NVIDIA Quadro FX 1700 (Prerelease - WDDM 1.1)",1.47,Quadro FX 1700
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 512 MB, Core Clock(s): 625 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 50 W",,218,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+1600M&id=1563,"NVIDIA Quadro FX 1600M, NVIDIA Quadro FX 1600M (Prerelease - WDDM 1.1), NVIDIA Quadro FX 1600M [Dox Optimised 182.05]",1.45,Quadro FX 1600M
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 375 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 65 W",,156,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+1500&id=1561,NVIDIA Quadro FX 1500,1.36,Quadro FX 1500
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 512 MB, Core Clock(s): 375 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 45 W",,171,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+1500M&id=1562,"NVIDIA Quadro FX 1500M, NVIDIA Quadro FX 1500M (Omega 2.169.21)",NA,Quadro FX 1500M
"Bus Interface: PCIe x16, Max Memory Size: 128 MB, Core Clock(s): 350 MHz, Memory Clock(s): 600 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 70 W",,104,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+1400&id=1560,NVIDIA Quadro FX 1400,NA,Quadro FX 1400
"Bus Interface: PCIe x16, Max Memory Size: 128 MB, Core Clock(s): 350 MHz, Memory Clock(s): 550 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 55 W",,26,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+1300&id=1559,NVIDIA Quadro FX 1300,NA,Quadro FX 1300
"Bus Interface: AGP 8x, Max Memory Size: 256 MB, Core Clock(s): 425 MHz, Memory Clock(s): 325 MHz, Graphics API Support: DirectX 9 OpenGL 2",,36,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+1100&id=1558,NVIDIA Quadro FX 1100,0.21,Quadro FX 1100
"Bus Interface: AGP 8x, Max Memory Size: 128 MB, Core Clock(s): 300 MHz, Memory Clock(s): 300 MHz, Graphics API Support: DirectX 9 OpenGL 2",,34,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+1000&id=1557,NVIDIA Quadro FX 1000,NA,Quadro FX 1000
,,947,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+CX&id=1556,NVIDIA Quadro CX,6.32,Quadro CX
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 6144 MB, Core Clock(s): 574 MHz, Memory Clock(s): 3000 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 204 W",,3499,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+6000&id=1554,NVIDIA Quadro 6000,3.91,Quadro 6000
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 450 MHz, Memory Clock(s): 2600 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 100 W",,1809,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+5010M&id=1553,NVIDIA Quadro 5010M,7.67,Quadro 5010M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 640 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 40 W",,695,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+600&id=91,NVIDIA Quadro 600,13.37,Quadro 600
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 405 MHz, Memory Clock(s): 2400 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 100 W",,2039,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+5000M&id=1552,NVIDIA Quadro 5000M,NA,Quadro 5000M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 700 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 35 W",,673,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+500M&id=2518,NVIDIA Quadro 500M,NA,Quadro 500M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2560 MB, Core Clock(s): 513 MHz, Memory Clock(s): 3000 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 152 W",,2822,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+5000&id=1551,NVIDIA Quadro 5000,15.16,Quadro 5000
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 512 MB, Core Clock(s): 706 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 38 W",,419,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+410&id=2291,NVIDIA Quadro 410,2.64,Quadro 410
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 475 MHz, Memory Clock(s): 2800 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 142 W",,2022,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+4000&id=1549,NVIDIA Quadro 4000,10.70,Quadro 4000
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 475 MHz, Memory Clock(s): 2500 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 100 W",,1800,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+4000M&id=1550,NVIDIA Quadro 4000M,4.18,Quadro 4000M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 450 MHz, Memory Clock(s): 2500 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 75 W",,1450,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+3000M&id=1547,NVIDIA Quadro 3000M,3.71,Quadro 3000M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 450 MHz, Memory Clock(s): 1540 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 32 W",,242,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+400&id=1548,NVIDIA Quadro 400,2.05,Quadro 400
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 55 W",,1044,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+2000M&id=49,NVIDIA Quadro 2000M,22.42,Quadro 2000M
,,6,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+280+NVS+PCIe&id=1546,NVIDIA Quadro 280 NVS PCIe,NA,Quadro 280 NVS PCIe
,,1182,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+2000+D&id=1544,NVIDIA Quadro 2000 D,NA,Quadro 2000 D
,,1278,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+2000D&id=1545,NVIDIA Quadro 2000D,6.11,Quadro 2000D
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 625 MHz, Memory Clock(s): 2600 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 62 W",,1315,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+2000&id=1543,NVIDIA Quadro 2000,9.74,Quadro 2000
,,755,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+1100M&id=2398,NVIDIA Quadro 1100M,NA,Quadro 1100M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 700 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 45 W",,749,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+1000M&id=87,NVIDIA Quadro 1000M,4.28,Quadro 1000M
,,20,https://www.videocardbenchmark.net/gpu.php?gpu=PHDGD+Solo+2+x64&id=3515,PHDGD Solo 2 x64,NA,PHDGD Solo 2 x64
,,11,https://www.videocardbenchmark.net/gpu.php?gpu=PHDGD+Solo+1.2.0+x86&id=3136,PHDGD Solo 1.2.0 x86,NA,PHDGD Solo 1.2.0 x86
,,67,https://www.videocardbenchmark.net/gpu.php?gpu=PHDGD+Quebec+4.0+for+Intel+Q45%2FQ43+Express+Chipset&id=3693,PHDGD Quebec 4.0 for Intel(R) Q45/Q43 Express Chipset,NA,PHDGD Quebec 4.0 for Intel Q45/Q43 Express Chipset
,,104,https://www.videocardbenchmark.net/gpu.php?gpu=PHDGD+Quantic+C3&id=3844,PHDGD Quantic C3,NA,PHDGD Quantic C3
,,377,https://www.videocardbenchmark.net/gpu.php?gpu=PHDGD+Ivy+4&id=3608,PHDGD Ivy 4,NA,PHDGD Ivy 4
